year,month,day,team,opponent,location,teamscore,oppscore,canceled,postponed,OT,D1
2020,11,25,A&M-Corpus Christi,Tex. A&M Int'l,H,64.0,53.0,False,False,,1
2020,11,28,A&M-Corpus Christi,Texas St.,H,63.0,75.0,False,False,,2
2020,11,30,A&M-Corpus Christi,SMU,V,54.0,91.0,False,False,,2
2020,12,2,A&M-Corpus Christi,UTRGV,V,59.0,62.0,False,False,,2
2020,12,10,A&M-Corpus Christi,UTRGV,H,64.0,68.0,False,False,,2
2020,12,12,A&M-Corpus Christi,Texas Tech,N,57.0,77.0,False,False,,2
2020,12,15,A&M-Corpus Christi,Texas St.,V,46.0,51.0,False,False,,2
2020,12,19,A&M-Corpus Christi,Our Lady of the Lake,H,99.0,72.0,False,False,,1
2020,12,22,A&M-Corpus Christi,Paul Quinn,H,59.0,35.0,False,False,,1
2020,12,23,A&M-Corpus Christi,Paul Quinn,H,,,True,False,,1
2020,12,29,A&M-Corpus Christi,Texas,V,,,True,False,,2
2021,1,13,A&M-Corpus Christi,Southeastern La.,V,63.0,76.0,False,False,,2
2021,1,20,A&M-Corpus Christi,New Orleans,V,68.0,87.0,False,False,,2
2021,1,23,A&M-Corpus Christi,UIW,V,53.0,72.0,False,False,,2
2021,1,27,A&M-Corpus Christi,Sam Houston,H,70.0,75.0,False,False,,1
2021,2,3,A&M-Corpus Christi,SFA,H,75.0,84.0,False,False,,2
2021,2,6,A&M-Corpus Christi,UIW,H,53.0,58.0,False,False,,2
2021,2,8,A&M-Corpus Christi,Abilene Christian,H,69.0,82.0,False,False,,2
2021,2,10,A&M-Corpus Christi,SFA,V,68.0,80.0,False,False,,2
2021,2,13,A&M-Corpus Christi,Abilene Christian,V,55.0,83.0,False,False,,2
2021,2,15,A&M-Corpus Christi,Houston Baptist,H,,,False,True,,2
2021,2,20,A&M-Corpus Christi,Lamar University,H,77.0,68.0,False,False,,2
2021,2,22,A&M-Corpus Christi,Southeastern La.,H,75.0,78.0,False,False,,2
2021,2,24,A&M-Corpus Christi,New Orleans,H,61.0,69.0,False,False,,2
2021,3,1,A&M-Corpus Christi,Lamar University,V,47.0,66.0,False,False,,2
2021,3,3,A&M-Corpus Christi,Sam Houston,V,61.0,84.0,False,False,,1
2021,3,6,A&M-Corpus Christi,Houston Baptist,V,94.0,70.0,False,False,,2
2020,11,25,Abilene Christian,ETSU,N,70.0,47.0,False,False,,2
2020,11,27,Abilene Christian,Austin Peay,N,80.0,72.0,False,False,,2
2020,11,28,Abilene Christian,Omaha,N,70.0,58.0,False,False,,2
2020,12,1,Abilene Christian,Howard Payne,H,81.0,51.0,False,False,,1
2020,12,5,Abilene Christian,Tarleton St.,H,69.0,48.0,False,False,,2
2020,12,9,Abilene Christian,Texas Tech,V,44.0,51.0,False,False,,2
2020,12,12,Abilene Christian,McMurry,H,83.0,46.0,False,False,,1
2020,12,16,Abilene Christian,Hardin-Simmons,H,95.0,73.0,False,False,,1
2020,12,22,Abilene Christian,Arkansas,V,72.0,85.0,False,False,,2
2020,12,29,Abilene Christian,Dallas Christian,H,82.0,44.0,False,False,,1
2021,1,2,Abilene Christian,Lamar University,H,83.0,65.0,False,False,,2
2021,1,6,Abilene Christian,Houston Baptist,V,66.0,63.0,False,False,,2
2021,1,16,Abilene Christian,Southeastern La.,H,76.0,42.0,False,False,,2
2021,1,20,Abilene Christian,Sam Houston,V,57.0,64.0,False,False,,1
2021,1,23,Abilene Christian,Central Ark.,H,93.0,58.0,False,False,,2
2021,1,27,Abilene Christian,SFA,H,82.0,62.0,False,False,,2
2021,1,30,Abilene Christian,UIW,V,75.0,67.0,False,False,,2
2021,2,6,Abilene Christian,Lamar University,V,77.0,62.0,False,False,,2
2021,2,8,Abilene Christian,A&M-Corpus Christi,V,82.0,69.0,False,False,,2
2021,2,10,Abilene Christian,Houston Baptist,H,88.0,59.0,False,False,,2
2021,2,13,Abilene Christian,A&M-Corpus Christi,H,83.0,55.0,False,False,,2
2021,2,20,Abilene Christian,Southeastern La.,V,,,False,True,,2
2021,2,24,Abilene Christian,Sam Houston,H,86.0,72.0,False,False,,1
2021,2,27,Abilene Christian,Central Ark.,V,82.0,84.0,False,False,,2
2021,3,3,Abilene Christian,SFA,V,63.0,61.0,False,False,,2
2021,3,6,Abilene Christian,UIW,H,85.0,60.0,False,False,,2
2021,3,12,Abilene Christian,Lamar University,N,93.0,71.0,False,False,,2
2021,3,13,Abilene Christian,Nicholls,N,79.0,45.0,False,False,,1
2021,3,20,Abilene Christian,Texas,N,53.0,52.0,False,False,,2
2021,3,22,Abilene Christian,UCLA,N,47.0,67.0,False,False,,2
2020,11,28,Air Force,CSUN,N,66.0,61.0,False,False,,2
2020,11,29,Air Force,Seattle U,N,45.0,63.0,False,False,,2
2020,12,2,Air Force,Denver,H,,,False,True,,2
2020,12,5,Air Force,Lamar University,H,59.0,44.0,False,False,,2
2020,12,13,Air Force,Drake,V,53.0,81.0,False,False,,2
2020,12,18,Air Force,Nevada,V,57.0,74.0,False,False,,2
2020,12,20,Air Force,Nevada,V,68.0,66.0,False,False,,2
2020,12,23,Air Force,Utah Valley,H,,,True,False,,2
2020,12,31,Air Force,Utah St.,H,48.0,83.0,False,False,,2
2021,1,2,Air Force,Utah St.,H,53.0,72.0,False,False,,2
2021,1,6,Air Force,Boise St.,V,59.0,78.0,False,False,,2
2021,1,8,Air Force,Boise St.,V,69.0,80.0,False,False,,2
2021,1,16,Air Force,Wyoming,H,72.0,69.0,False,False,,2
2021,1,18,Air Force,Wyoming,H,58.0,77.0,False,False,,2
2021,1,22,Air Force,San Diego St.,H,61.0,98.0,False,False,,2
2021,1,24,Air Force,San Diego St.,H,59.0,91.0,False,False,,2
2021,1,28,Air Force,San Jose St.,N,58.0,59.0,False,False,,2
2021,1,30,Air Force,San Jose St.,N,62.0,75.0,False,False,,2
2021,2,6,Air Force,UNLV,V,58.0,68.0,False,False,,2
2021,2,8,Air Force,UNLV,V,64.0,69.0,False,False,,2
2021,2,11,Air Force,Fresno St.,H,63.0,69.0,False,False,,2
2021,2,13,Air Force,Fresno St.,H,64.0,67.0,False,False,,2
2021,2,22,Air Force,New Mexico,H,65.0,73.0,False,False,,2
2021,2,24,Air Force,New Mexico,H,62.0,55.0,False,False,,2
2021,2,27,Air Force,Colorado St.,V,49.0,72.0,False,False,,2
2021,3,1,Air Force,Colorado St.,V,44.0,74.0,False,False,,2
2021,3,10,Air Force,UNLV,V,52.0,80.0,False,False,,2
2020,12,5,Akron,Marshall,H,,,False,True,,2
2020,12,12,Akron,Cedarville,H,97.0,49.0,False,False,,1
2020,12,15,Akron,St. Bonaventure,N,74.0,81.0,False,False,,2
2020,12,19,Akron,Malone,H,93.0,83.0,False,False,,1
2020,12,22,Akron,Ohio,H,90.0,70.0,False,False,,2
2021,1,1,Akron,Buffalo,H,,,False,True,,2
2021,1,1,Akron,Kent St.,H,66.0,62.0,False,False,,2
2021,1,5,Akron,Eastern Mich.,V,,,False,True,,2
2021,1,9,Akron,Eastern Mich.,V,59.0,71.0,False,False,,2
2021,1,12,Akron,Northern Ill.,V,65.0,67.0,False,False,,2
2021,1,16,Akron,Toledo,H,95.0,94.0,False,False,,2
2021,1,19,Akron,Bowling Green,V,69.0,57.0,False,False,,2
2021,1,21,Akron,Central Mich.,H,81.0,67.0,False,False,,2
2021,1,23,Akron,Western Mich.,V,79.0,68.0,False,False,,2
2021,1,26,Akron,Eastern Mich.,H,86.0,65.0,False,False,,2
2021,1,30,Akron,Ball St.,H,74.0,42.0,False,False,,2
2021,2,2,Akron,Toledo,V,76.0,91.0,False,False,,2
2021,2,5,Akron,Kent St.,V,72.0,61.0,False,False,,2
2021,2,12,Akron,Miami (OH),V,83.0,76.0,False,False,,2
2021,2,16,Akron,Northern Ill.,H,81.0,76.0,False,False,,2
2021,2,19,Akron,Ball St.,V,88.0,79.0,False,False,,2
2021,2,23,Akron,Ohio,V,73.0,90.0,False,False,,2
2021,2,26,Akron,Bowling Green,H,71.0,83.0,False,False,,2
2021,3,2,Akron,Buffalo,V,78.0,80.0,False,False,,2
2021,3,5,Akron,Miami (OH),H,,,True,False,,2
2021,3,11,Akron,Bowling Green,N,74.0,67.0,False,False,,2
2021,3,12,Akron,Buffalo,N,74.0,81.0,False,False,,2
2020,11,25,Alabama,Jacksonville St.,H,81.0,57.0,False,False,,2
2020,11,30,Alabama,Stanford,N,64.0,82.0,False,False,,2
2020,12,1,Alabama,UNLV,N,86.0,74.0,False,False,,2
2020,12,2,Alabama,Providence,N,88.0,71.0,False,False,,2
2020,12,12,Alabama,Clemson,N,56.0,64.0,False,False,,2
2020,12,15,Alabama,Furman,H,83.0,80.0,False,False,,2
2020,12,19,Alabama,Western Ky.,H,71.0,73.0,False,False,,2
2020,12,22,Alabama,ETSU,H,85.0,69.0,False,False,,2
2020,12,29,Alabama,Ole Miss,H,82.0,64.0,False,False,,2
2021,1,2,Alabama,Tennessee,V,71.0,63.0,False,False,,2
2021,1,5,Alabama,Florida,H,86.0,71.0,False,False,,2
2021,1,9,Alabama,Auburn,V,94.0,90.0,False,False,,2
2021,1,12,Alabama,Kentucky,V,85.0,65.0,False,False,,2
2021,1,16,Alabama,Arkansas,H,90.0,59.0,False,False,,2
2021,1,19,Alabama,LSU,V,105.0,75.0,False,False,,2
2021,1,23,Alabama,Mississippi St.,H,81.0,73.0,False,False,,2
2021,1,26,Alabama,Kentucky,H,70.0,59.0,False,False,,2
2021,1,30,Alabama,Oklahoma,V,61.0,66.0,False,False,,2
2021,2,3,Alabama,LSU,H,78.0,60.0,False,False,,2
2021,2,6,Alabama,Missouri,V,65.0,68.0,False,False,,2
2021,2,9,Alabama,South Carolina,V,81.0,78.0,False,False,,2
2021,2,13,Alabama,Georgia,H,115.0,82.0,False,False,,2
2021,2,18,Alabama,Texas A&M,V,,,False,True,,2
2021,2,20,Alabama,Vanderbilt,H,82.0,78.0,False,False,,2
2021,2,24,Alabama,Arkansas,V,66.0,81.0,False,False,,2
2021,2,27,Alabama,Mississippi St.,V,64.0,59.0,False,False,,2
2021,3,2,Alabama,Auburn,H,70.0,58.0,False,False,,2
2021,3,6,Alabama,Georgia,V,89.0,79.0,False,False,,2
2021,3,12,Alabama,Mississippi St.,N,85.0,48.0,False,False,,2
2021,3,13,Alabama,Tennessee,N,73.0,68.0,False,False,,2
2021,3,14,Alabama,LSU,N,80.0,79.0,False,False,,2
2021,3,20,Alabama,Iona,N,68.0,55.0,False,False,,2
2021,3,22,Alabama,Maryland,N,96.0,77.0,False,False,,2
2021,3,28,Alabama,UCLA,N,78.0,88.0,False,False,,2
2020,11,29,Alabama A&M,Samford,V,78.0,76.0,False,False,,2
2020,12,5,Alabama A&M,Ohio St.,V,,,True,False,,2
2020,12,16,Alabama A&M,North Ala.,V,,,True,False,,2
2020,12,19,Alabama A&M,South Alabama,H,93.0,90.0,False,False,,2
2021,1,2,Alabama A&M,Jackson St.,H,,,False,True,,2
2021,1,4,Alabama A&M,Grambling,H,,,False,True,,2
2021,1,9,Alabama A&M,Mississippi Val.,V,,,False,True,,2
2021,1,11,Alabama A&M,Ark.-Pine Bluff,V,,,False,True,,2
2021,1,16,Alabama A&M,Alabama St.,H,70.0,63.0,False,False,,2
2021,1,23,Alabama A&M,Southern U.,H,68.0,58.0,False,False,,2
2021,1,25,Alabama A&M,Alcorn,H,,,False,True,,2
2021,1,30,Alabama A&M,Prairie View,V,57.0,79.0,False,False,,2
2021,2,1,Alabama A&M,Texas Southern,V,49.0,66.0,False,False,,2
2021,2,6,Alabama A&M,Mississippi Val.,H,93.0,58.0,False,False,,2
2021,2,8,Alabama A&M,Ark.-Pine Bluff,H,56.0,55.0,False,False,,2
2021,2,13,Alabama A&M,Alabama St.,V,58.0,72.0,False,False,,2
2021,2,22,Alabama A&M,Alcorn,V,52.0,65.0,False,False,,2
2021,2,24,Alabama A&M,Southern U.,V,57.0,73.0,False,False,,2
2021,2,27,Alabama A&M,Prairie View,H,54.0,55.0,False,False,,2
2021,3,1,Alabama A&M,Texas Southern,H,58.0,68.0,False,False,,2
2021,3,4,Alabama A&M,Jackson St.,V,35.0,50.0,False,False,,2
2021,3,6,Alabama A&M,Grambling,V,72.0,80.0,False,False,,2
2021,1,2,Alabama St.,Grambling,H,49.0,66.0,False,False,,2
2021,1,4,Alabama St.,Jackson St.,H,44.0,60.0,False,False,,2
2021,1,9,Alabama St.,Ark.-Pine Bluff,V,82.0,91.0,False,False,,2
2021,1,12,Alabama St.,Mississippi Val.,V,64.0,51.0,False,False,,2
2021,1,16,Alabama St.,Alabama A&M,V,63.0,70.0,False,False,,2
2021,1,23,Alabama St.,Alcorn,H,52.0,57.0,False,False,,2
2021,1,25,Alabama St.,Southern U.,H,66.0,64.0,False,False,,2
2021,1,30,Alabama St.,Texas Southern,V,73.0,80.0,False,False,,2
2021,2,1,Alabama St.,Prairie View,V,63.0,87.0,False,False,,2
2021,2,6,Alabama St.,Ark.-Pine Bluff,H,73.0,67.0,False,False,,2
2021,2,8,Alabama St.,Mississippi Val.,H,65.0,68.0,False,False,,2
2021,2,13,Alabama St.,Alabama A&M,H,72.0,58.0,False,False,,2
2021,2,20,Alabama St.,Alcorn,V,,,False,True,,2
2021,2,22,Alabama St.,Southern U.,V,66.0,75.0,False,False,,2
2021,2,24,Alabama St.,Alcorn,V,59.0,68.0,False,False,,2
2021,2,27,Alabama St.,Texas Southern,H,76.0,86.0,False,False,,2
2021,3,1,Alabama St.,Prairie View,H,67.0,70.0,False,False,,2
2021,3,4,Alabama St.,Grambling,V,68.0,91.0,False,False,,2
2021,3,6,Alabama St.,Jackson St.,V,54.0,79.0,False,False,,2
2020,11,28,Albany (NY),Marist,H,,,True,False,,2
2020,12,19,Albany (NY),UMBC,H,64.0,65.0,False,False,,2
2020,12,20,Albany (NY),UMBC,H,60.0,65.0,False,False,,2
2020,12,22,Albany (NY),Niagara,H,65.0,70.0,False,False,,2
2020,12,23,Albany (NY),Bryant,H,,,True,False,,2
2021,1,2,Albany (NY),Vermont,V,63.0,62.0,False,False,,2
2021,1,3,Albany (NY),Vermont,V,66.0,74.0,False,False,,2
2021,1,9,Albany (NY),Saint Joseph's,V,64.0,67.0,False,False,,2
2021,1,16,Albany (NY),NJIT,H,83.0,75.0,False,False,,2
2021,1,17,Albany (NY),NJIT,H,83.0,71.0,False,False,,2
2021,1,23,Albany (NY),New Hampshire,V,64.0,71.0,False,False,,2
2021,1,24,Albany (NY),New Hampshire,V,83.0,64.0,False,False,,2
2021,2,6,Albany (NY),Hartford,V,,,False,True,,2
2021,2,7,Albany (NY),Hartford,V,,,False,True,,2
2021,2,12,Albany (NY),UMass Lowell,H,71.0,79.0,False,False,,2
2021,2,13,Albany (NY),UMass Lowell,H,81.0,69.0,False,False,,2
2021,2,20,Albany (NY),Stony Brook,H,43.0,59.0,False,False,,2
2021,2,21,Albany (NY),Stony Brook,H,67.0,59.0,False,False,,2
2021,2,27,Albany (NY),NJIT,N,76.0,66.0,False,False,,2
2021,2,28,Albany (NY),Hartford,V,77.0,83.0,False,False,,2
2020,11,25,Alcorn,UAB,V,50.0,99.0,False,False,,2
2020,11,28,Alcorn,Kent St.,V,,,True,False,,2
2020,12,1,Alcorn,Dayton,V,,,True,False,,2
2020,12,1,Alcorn,DePaul,V,,,True,False,,2
2020,12,3,Alcorn,Purdue Fort Wayne,V,,,True,False,,2
2020,12,5,Alcorn,SFA,V,,,True,False,,2
2020,12,10,Alcorn,California Baptist,V,,,True,False,,2
2020,12,12,Alcorn,Hawaii,V,,,True,False,,2
2020,12,20,Alcorn,Houston,V,55.0,88.0,False,False,,2
2020,12,22,Alcorn,Liberty,V,65.0,108.0,False,False,,2
2020,12,27,Alcorn,Vanderbilt,V,59.0,87.0,False,False,,2
2020,12,29,Alcorn,Santa Clara,V,,,True,False,,2
2020,12,30,Alcorn,Baylor,V,76.0,105.0,False,False,,2
2021,1,2,Alcorn,Texas Southern,H,,,False,True,,2
2021,1,4,Alcorn,Prairie View,H,,,False,True,,2
2021,1,9,Alcorn,Jackson St.,V,,,False,True,,2
2021,1,12,Alcorn,Grambling,V,74.0,79.0,False,False,,2
2021,1,16,Alcorn,Mississippi Val.,H,71.0,59.0,False,False,,2
2021,1,18,Alcorn,Ark.-Pine Bluff,H,82.0,48.0,False,False,,2
2021,1,23,Alcorn,Alabama St.,V,57.0,52.0,False,False,,2
2021,1,25,Alcorn,Alabama A&M,V,,,False,True,,2
2021,1,30,Alcorn,Southern U.,H,59.0,76.0,False,False,,2
2021,2,6,Alcorn,Jackson St.,H,66.0,74.0,False,False,,2
2021,2,8,Alcorn,Grambling,H,62.0,67.0,False,False,,2
2021,2,13,Alcorn,Mississippi Val.,V,70.0,56.0,False,False,,2
2021,2,17,Alcorn,Ark.-Pine Bluff,V,,,False,True,,2
2021,2,20,Alcorn,Alabama St.,H,,,False,True,,2
2021,2,22,Alcorn,Alabama A&M,H,65.0,52.0,False,False,,2
2021,2,24,Alcorn,Alabama St.,H,68.0,59.0,False,False,,2
2021,2,27,Alcorn,Southern U.,V,75.0,89.0,False,False,,2
2021,3,4,Alcorn,Texas Southern,V,78.0,80.0,False,False,,2
2021,3,6,Alcorn,Prairie View,V,69.0,81.0,False,False,,2
2021,3,11,Alcorn,Texas Southern,N,55.0,78.0,False,False,,2
2021,1,2,American,Loyola Maryland,V,,,False,True,,2
2021,1,3,American,Loyola Maryland,H,,,False,True,,2
2021,1,9,American,Lehigh,V,,,False,True,,2
2021,1,10,American,Lehigh,H,,,False,True,,2
2021,1,16,American,Navy,V,86.0,87.0,False,False,,2
2021,1,17,American,Navy,V,59.0,71.0,False,False,,2
2021,1,23,American,Loyola Maryland,H,71.0,70.0,False,False,,2
2021,1,24,American,Loyola Maryland,V,81.0,79.0,False,False,,2
2021,1,30,American,Lafayette,H,,,False,True,,2
2021,1,31,American,Lafayette,V,,,False,True,,2
2021,2,6,American,Navy,H,,,False,True,,2
2021,2,6,American,Loyola Maryland,H,,,True,False,,2
2021,2,7,American,Loyola Maryland,V,,,True,False,,2
2021,2,7,American,Navy,V,,,False,True,,2
2021,2,13,American,Bucknell,V,,,False,True,,2
2021,2,14,American,Bucknell,H,,,False,True,,2
2021,2,17,American,Loyola Maryland,V,,,False,True,,2
2021,2,20,American,Navy,H,60.0,72.0,False,False,,2
2021,2,20,American,Loyola Maryland,H,,,True,False,,2
2021,2,21,American,Navy,H,60.0,69.0,False,False,,2
2021,2,24,American,Loyola Maryland,V,49.0,60.0,False,False,,2
2021,2,27,American,Bucknell,V,78.0,71.0,False,False,,2
2021,2,28,American,Bucknell,H,81.0,68.0,False,False,,2
2021,3,6,American,Army West Point,V,66.0,89.0,False,False,,2
2020,11,25,Appalachian St.,South Carolina St.,V,81.0,61.0,False,False,,2
2020,11,27,Appalachian St.,Carver,H,105.0,23.0,False,False,,1
2020,11,30,Appalachian St.,Bowling Green,H,76.0,78.0,False,False,,2
2020,12,1,Appalachian St.,St. Andrews,H,,,True,False,,1
2020,12,3,Appalachian St.,CarolinaU (Piedmont Int'l),H,,,True,False,,1
2020,12,6,Appalachian St.,N.C. Wesleyan,H,81.0,57.0,False,False,,1
2020,12,7,Appalachian St.,LaGrange,H,,,True,False,,1
2020,12,11,Appalachian St.,Charlotte,V,61.0,57.0,False,False,,2
2020,12,15,Appalachian St.,Tennessee,V,38.0,79.0,False,False,,2
2020,12,17,Appalachian St.,Greensboro,H,87.0,47.0,False,False,,1
2020,12,18,Appalachian St.,Columbia Int'l,H,77.0,41.0,False,False,,1
2020,12,22,Appalachian St.,Auburn,V,53.0,67.0,False,False,,2
2021,1,1,Appalachian St.,Troy,H,56.0,69.0,False,False,,2
2021,1,2,Appalachian St.,Troy,H,90.0,59.0,False,False,,2
2021,1,8,Appalachian St.,Ga. Southern,H,66.0,63.0,False,False,,2
2021,1,9,Appalachian St.,Ga. Southern,H,77.0,71.0,False,False,,2
2021,1,15,Appalachian St.,South Alabama,V,64.0,73.0,False,False,,2
2021,1,16,Appalachian St.,South Alabama,V,83.0,77.0,False,False,,2
2021,1,22,Appalachian St.,Georgia St.,H,80.0,71.0,False,False,,2
2021,1,23,Appalachian St.,Georgia St.,H,74.0,61.0,False,False,,2
2021,1,29,Appalachian St.,Troy,V,62.0,71.0,False,False,,2
2021,1,30,Appalachian St.,Troy,V,59.0,65.0,False,False,,2
2021,2,5,Appalachian St.,Georgia St.,V,,,False,True,,2
2021,2,6,Appalachian St.,Georgia St.,V,,,False,True,,2
2021,2,11,Appalachian St.,Coastal Carolina,H,,,True,False,,2
2021,2,13,Appalachian St.,Coastal Carolina,V,,,True,False,,2
2021,2,19,Appalachian St.,South Alabama,H,63.0,65.0,False,False,,2
2021,2,20,Appalachian St.,South Alabama,H,54.0,56.0,False,False,,2
2021,2,23,Appalachian St.,Georgia St.,V,71.0,85.0,False,False,,2
2021,2,26,Appalachian St.,Ga. Southern,V,84.0,78.0,False,False,,2
2021,2,27,Appalachian St.,Ga. Southern,V,57.0,65.0,False,False,,2
2021,3,5,Appalachian St.,Little Rock,N,67.0,60.0,False,False,,2
2021,3,6,Appalachian St.,Texas St.,N,76.0,73.0,False,False,,2
2021,3,7,Appalachian St.,Coastal Carolina,N,64.0,61.0,False,False,,2
2021,3,8,Appalachian St.,Georgia St.,N,80.0,73.0,False,False,,2
2021,3,18,Appalachian St.,Norfolk St.,N,53.0,54.0,False,False,,2
2020,11,27,Arizona,Grambling,H,74.0,55.0,False,False,,2
2020,11,29,Arizona,UTEP,H,,,True,False,,2
2020,12,5,Arizona,Eastern Wash.,H,70.0,67.0,False,False,,2
2020,12,7,Arizona,Northern Ariz.,H,96.0,53.0,False,False,,2
2020,12,9,Arizona,CSU Bakersfield,H,85.0,60.0,False,False,,2
2020,12,12,Arizona,UTEP,H,69.0,61.0,False,False,,2
2020,12,12,Arizona,New Mexico St.,H,,,True,False,,2
2020,12,16,Arizona,California Baptist,H,,,True,False,,2
2020,12,19,Arizona,Stanford,N,75.0,78.0,False,False,,2
2020,12,21,Arizona,San Diego,H,,,True,False,,2
2020,12,22,Arizona,Montana,H,70.0,64.0,False,False,,2
2020,12,28,Arizona,Colorado,H,88.0,74.0,False,False,,2
2020,12,31,Arizona,Washington,V,80.0,53.0,False,False,,2
2021,1,2,Arizona,Washington St.,V,86.0,82.0,False,False,,2
2021,1,7,Arizona,Southern California,H,73.0,87.0,False,False,,2
2021,1,9,Arizona,UCLA,H,76.0,81.0,False,False,,2
2021,1,14,Arizona,Oregon St.,V,98.0,64.0,False,False,,2
2021,1,21,Arizona,Arizona St.,V,84.0,82.0,False,False,,2
2021,1,25,Arizona,Arizona St.,H,80.0,67.0,False,False,,2
2021,1,28,Arizona,Stanford,H,64.0,73.0,False,False,,2
2021,1,30,Arizona,California,H,71.0,50.0,False,False,,2
2021,2,4,Arizona,Utah,V,58.0,73.0,False,False,,2
2021,2,6,Arizona,Colorado,V,79.0,82.0,False,False,,2
2021,2,11,Arizona,Oregon St.,H,70.0,61.0,False,False,,2
2021,2,13,Arizona,Oregon,H,61.0,63.0,False,False,,2
2021,2,18,Arizona,UCLA,V,60.0,74.0,False,False,,2
2021,2,20,Arizona,Southern California,V,81.0,72.0,False,False,,2
2021,2,25,Arizona,Washington St.,H,69.0,53.0,False,False,,2
2021,2,27,Arizona,Washington,H,75.0,74.0,False,False,,2
2021,3,1,Arizona,Oregon,V,69.0,80.0,False,False,,2
2020,11,25,Arizona St.,Rhode Island,N,94.0,88.0,False,False,,2
2020,11,26,Arizona St.,Villanova,N,74.0,83.0,False,False,,2
2020,11,29,Arizona St.,Houston Baptist,H,100.0,77.0,False,False,,2
2020,12,3,Arizona St.,California,V,70.0,62.0,False,False,,2
2020,12,10,Arizona St.,San Diego St.,H,68.0,80.0,False,False,,2
2020,12,13,Arizona St.,Grand Canyon,V,71.0,70.0,False,False,,2
2020,12,16,Arizona St.,UTEP,H,63.0,76.0,False,False,,2
2020,12,18,Arizona St.,UIW,H,,,True,False,,2
2020,12,22,Arizona St.,Utah,H,,,False,True,,2
2021,1,7,Arizona St.,UCLA,H,75.0,81.0,False,False,,2
2021,1,9,Arizona St.,Southern California,H,64.0,73.0,False,False,,2
2021,1,14,Arizona St.,Oregon,V,,,False,True,,2
2021,1,16,Arizona St.,Oregon St.,V,79.0,80.0,False,False,,2
2021,1,21,Arizona St.,Arizona,H,82.0,84.0,False,False,,2
2021,1,25,Arizona St.,Arizona,V,67.0,80.0,False,False,,2
2021,1,28,Arizona St.,California,H,72.0,68.0,False,False,,2
2021,1,30,Arizona St.,Stanford,H,79.0,75.0,False,False,,2
2021,2,11,Arizona St.,Oregon,H,64.0,75.0,False,False,,2
2021,2,14,Arizona St.,Oregon St.,H,75.0,73.0,False,False,,2
2021,2,17,Arizona St.,Southern California,V,71.0,89.0,False,False,,2
2021,2,20,Arizona St.,UCLA,V,79.0,80.0,False,False,,2
2021,2,23,Arizona St.,Washington,H,97.0,64.0,False,False,,2
2021,2,25,Arizona St.,Washington,H,80.0,72.0,False,False,,2
2021,2,27,Arizona St.,Washington St.,H,77.0,74.0,False,False,,2
2021,3,1,Arizona St.,Washington St.,H,,,True,False,,2
2021,3,4,Arizona St.,Colorado,V,61.0,75.0,False,False,,2
2021,3,6,Arizona St.,Utah,V,59.0,98.0,False,False,,2
2021,3,10,Arizona St.,Washington St.,N,64.0,59.0,False,False,,2
2021,3,11,Arizona St.,Oregon,N,73.0,91.0,False,False,,2
2020,11,25,Ark.-Pine Bluff,Marquette,V,57.0,99.0,False,False,,2
2020,11,27,Ark.-Pine Bluff,Wisconsin,V,58.0,92.0,False,False,,2
2020,11,29,Ark.-Pine Bluff,Iowa St.,V,63.0,80.0,False,False,,2
2020,12,2,Ark.-Pine Bluff,Northwestern,V,49.0,92.0,False,False,,2
2020,12,5,Ark.-Pine Bluff,Saint Louis,V,54.0,107.0,False,False,,2
2020,12,9,Ark.-Pine Bluff,Arkansas St.,V,75.0,74.0,False,False,,2
2020,12,12,Ark.-Pine Bluff,Tulane,V,56.0,67.0,False,False,,2
2020,12,15,Ark.-Pine Bluff,North Texas,V,56.0,81.0,False,False,,2
2020,12,21,Ark.-Pine Bluff,Baylor,V,42.0,99.0,False,False,,2
2021,1,2,Ark.-Pine Bluff,Mississippi Val.,H,92.0,52.0,False,False,,2
2021,1,9,Ark.-Pine Bluff,Alabama St.,H,91.0,82.0,False,False,,2
2021,1,11,Ark.-Pine Bluff,Alabama A&M,H,,,False,True,,2
2021,1,16,Ark.-Pine Bluff,Southern U.,V,53.0,88.0,False,False,,2
2021,1,18,Ark.-Pine Bluff,Alcorn,V,48.0,82.0,False,False,,2
2021,1,23,Ark.-Pine Bluff,Texas Southern,H,57.0,66.0,False,False,,2
2021,1,25,Ark.-Pine Bluff,Prairie View,H,56.0,73.0,False,False,,2
2021,1,30,Ark.-Pine Bluff,Grambling,V,71.0,74.0,False,False,,2
2021,2,1,Ark.-Pine Bluff,Jackson St.,V,55.0,63.0,False,False,,2
2021,2,6,Ark.-Pine Bluff,Alabama St.,V,67.0,73.0,False,False,,2
2021,2,8,Ark.-Pine Bluff,Alabama A&M,V,55.0,56.0,False,False,,2
2021,2,13,Ark.-Pine Bluff,Southern U.,H,71.0,73.0,False,False,,2
2021,2,17,Ark.-Pine Bluff,Alcorn,H,,,False,True,,2
2021,2,23,Ark.-Pine Bluff,Prairie View,V,56.0,72.0,False,False,,2
2021,2,25,Ark.-Pine Bluff,Texas Southern,V,65.0,79.0,False,False,,2
2021,2,27,Ark.-Pine Bluff,Grambling,H,,,False,True,,2
2021,3,1,Ark.-Pine Bluff,Jackson St.,V,58.0,64.0,False,False,,2
2021,3,5,Ark.-Pine Bluff,Mississippi Val.,V,82.0,59.0,False,False,,2
